hand,synonyms,YOUR NAME,1,2,3,4,5,6,7,TARGET ADJECTIVE,ANSWERS
"['Jail', 'Porsche_Boxster', 'Raisins', 'Liposuction', 'Camping', 'Hospital_Gowns', 'Crime_and_Punishment']","['tame', 'mild']",,Jail,Porsche_Boxster,Raisins,Liposuction,Camping,Hospital_Gowns,Crime_and_Punishment,Gentle,
"['Sledding', 'Heaven_and_Hell', 'Frozen_Peas', 'Mudslides', 'The_Chicken_and_The_Egg', 'Fortune_Cookies', 'Swimming']","['occupied', 'meddlesome', 'engrossed']",,Sledding,Heaven_and_Hell,Frozen_Peas,Mudslides,The_Chicken_and_The_Egg,Fortune_Cookies,Swimming,Busy,
"['Dr._Laura', 'King_Arthur', 'Herb_Gardens', 'Incense', 'Michael_Jackson', 'Ghost_Towns', 'Gossip']","['brittle', 'brisk', 'fresh']",,Dr._Laura,King_Arthur,Herb_Gardens,Incense,Michael_Jackson,Ghost_Towns,Gossip,Crisp,
"['Leeches', 'The_New_York_Yankees', 'East_Coast', 'The_Three_Tenors', 'Horseback_Riding', 'Teeth', 'Judge_Judy']","['of', 'Europe', 'from', 'Europe', 'about', 'Europe']",,Leeches,The_New_York_Yankees,East_Coast,The_Three_Tenors,Horseback_Riding,Teeth,Judge_Judy,European,
"['Snow_White', 'New_York_City', 'Jennifer_Lopez', 'A_Broken_Leg', 'Snowballs', 'Suit_and_Tie', 'Climbing_A_Tree']","['accountable', 'obligated', 'mature']",,Snow_White,New_York_City,Jennifer_Lopez,A_Broken_Leg,Snowballs,Suit_and_Tie,Climbing_A_Tree,Responsible,
"['Carl_Sagan', 'Vincent_Van_Gogh', 'Horseback_Riding', 'Losing_Your_Backpack', 'Girlfriends', 'Space_and_Time', 'Homeless_Shelters']","['alien', 'unfamiliar', 'exotic']",,Carl_Sagan,Vincent_Van_Gogh,Horseback_Riding,Losing_Your_Backpack,Girlfriends,Space_and_Time,Homeless_Shelters,Foreign,
"['Sports_Channels', 'Cats_and_Dogs', 'Sandra_Bullock', 'Skeletons', 'Captain_Kirk', 'John_Philip_Sousa', 'Junkyard_Dogs']","['weakening', 'tiring', 'draining']",,Sports_Channels,Cats_and_Dogs,Sandra_Bullock,Skeletons,Captain_Kirk,John_Philip_Sousa,Junkyard_Dogs,Exhausting,
"['Freedom', 'Baby_Food', 'Stunt_People', 'Shave_and_A_Haircut', 'Car_Horns', 'Gingko_Trees', 'Quicksand']","['dainty', 'tender', 'elegant']",,Freedom,Baby_Food,Stunt_People,Shave_and_A_Haircut,Car_Horns,Gingko_Trees,Quicksand,Delicate,
"['Fertilizer', 'Three_Men_and_A_Baby', ""McDonald's"", 'Australian_Outback', 'Bacon', 'Electric_Eels', 'Rugrats']","['useful', 'helpful']",,Fertilizer,Three_Men_and_A_Baby,McDonald's,Australian_Outback,Bacon,Electric_Eels,Rugrats,Practical,
"['AM_and_FM', 'Wood_Chippers', 'Shoplifting', 'Bart_Simpson', 'Barbie_and_Ken', 'Dance_Class', 'Regis_and_...']","['gifted', 'clever', 'skillful']",,AM_and_FM,Wood_Chippers,Shoplifting,Bart_Simpson,Barbie_and_Ken,Dance_Class,Regis_and_...,Talented,
"['Gummi_Bears', 'Riding_A_Bike', 'Jackie_Chan', 'Family_Vacations', 'Tattoo_Parlors', 'Actresses', 'Martin_Luther_King,_Jr.']","['sour', 'tart']",,Gummi_Bears,Riding_A_Bike,Jackie_Chan,Family_Vacations,Tattoo_Parlors,Actresses,"Martin_Luther_King,_Jr.",Bitter,
"['Puppets', 'Chips_and_Dip', 'Inside_The_Sun', 'Birthday_Cake', 'Campfire', 'Face_Paint', 'The_Princess_and_The_Pea']","['expert', 'talented']",,Puppets,Chips_and_Dip,Inside_The_Sun,Birthday_Cake,Campfire,Face_Paint,The_Princess_and_The_Pea,Skillful,
"['Cavities', 'Casinos', 'Cell_Phones', 'Dictionaries', 'Body_Snatchers', 'Telling_The_Truth', 'Bed_and_Breakfast']","['malleable', 'pliable', 'mushy']",,Cavities,Casinos,Cell_Phones,Dictionaries,Body_Snatchers,Telling_The_Truth,Bed_and_Breakfast,Soft,
"['Blue_Velvet', 'NYPD', 'Birds', 'The_Far_Right', 'Last_Will_and_Testament', 'Poodles', 'Cowboys_and_Indians']","['enjoyable', 'playful', 'amusing']",,Blue_Velvet,NYPD,Birds,The_Far_Right,Last_Will_and_Testament,Poodles,Cowboys_and_Indians,Fun,
"['Killer_Whales', 'Hootie_and_The_Blowfish', 'Babysitters', 'Trinidad_and_Tobago', 'Spinach', 'Hummingbirds', 'Playgrounds']","['intelligent', 'stylish', 'witty']",,Killer_Whales,Hootie_and_The_Blowfish,Babysitters,Trinidad_and_Tobago,Spinach,Hummingbirds,Playgrounds,Smart,
"['A_Nine_Iron', 'Going_To_Church', 'Car_Crash', 'Pillows', 'Intellectuals', 'Tents', 'Stonehenge']","['worthy', 'righteous', 'chaste']",,A_Nine_Iron,Going_To_Church,Car_Crash,Pillows,Intellectuals,Tents,Stonehenge,Virtuous,
"['Ronald_McDonald', 'A_Tree_House', 'French_Wines', 'Cattle_Ranch', 'Cottage_Cheese', 'Fresh_Water_Pearls', 'X-Ray_Vision']","['costly', 'valuable', 'exorbitant']",,Ronald_McDonald,A_Tree_House,French_Wines,Cattle_Ranch,Cottage_Cheese,Fresh_Water_Pearls,X-Ray_Vision,Expensive,
"['Chicken_Nuggets', 'Silk', 'Radios', 'Barbie_and_Ken', 'Stanley_and_Livingston', 'Bullwinkle', 'Bad_Dreams']","['gallant', 'bold', 'elegant']",,Chicken_Nuggets,Silk,Radios,Barbie_and_Ken,Stanley_and_Livingston,Bullwinkle,Bad_Dreams,Dashing,
"['Sand_and_Surf', 'A_Cabin_In_The_Woods', 'Meat_Cleavers', 'A_Mermaid', 'Witches', 'Friends_and_Family', 'Atlantis']","['concealed', 'covert', 'veiled']",,Sand_and_Surf,A_Cabin_In_The_Woods,Meat_Cleavers,A_Mermaid,Witches,Friends_and_Family,Atlantis,Secretive,
"['Peanuts_and_Popcorn', 'Microsoft', 'Ham_Sandwhich', 'Maui', 'The_U.S._Constitution', 'Monitor_and_The_Merrimac', 'Freedom']","['loving', 'tender', 'huggable']",,Peanuts_and_Popcorn,Microsoft,Ham_Sandwhich,Maui,The_U.S._Constitution,Monitor_and_The_Merrimac,Freedom,Cuddly,
"['Doing_The_Hokey-Pokey', 'Snowboarding', 'A_Car_Crash', 'Oil_and_Filter', 'Forest_Fires', 'Television', 'Goats']","['unconventional', 'revolutionary', 'extreme']",,Doing_The_Hokey-Pokey,Snowboarding,A_Car_Crash,Oil_and_Filter,Forest_Fires,Television,Goats,Radical,
"['Gardening', 'Braces', 'Oranges', 'Neighbors', 'Chickens', 'Joan_Of_Arc', 'Ice_and_Snow']","['sour', 'tart']",,Gardening,Braces,Oranges,Neighbors,Chickens,Joan_Of_Arc,Ice_and_Snow,Bitter,
"['Jail', 'Pencil_and_Paper', 'Tooth_Fairy', 'Mom_and_Pop', 'Shopping', 'Ernest_Hemingway', 'Corvettes']","['chilly', 'hip', 'cold-blooded']",,Jail,Pencil_and_Paper,Tooth_Fairy,Mom_and_Pop,Shopping,Ernest_Hemingway,Corvettes,Cool,
"['Cops_and_Robbers', 'Boyfriends', 'Gila_Monsters', 'Peter_Pan', 'Gall_Bladder', 'Fur', 'Monster_Trucks']","['astonishing', 'surprising', 'wonderful']",,Cops_and_Robbers,Boyfriends,Gila_Monsters,Peter_Pan,Gall_Bladder,Fur,Monster_Trucks,Amazing,
"['Gettysburg,_1863', 'Peanuts', 'Watching_Football', 'South_Park', 'Mud', 'Flowers_and_Candy', 'Hammer_and_Nails']","['not', 'strong', 'sickly']",,"Gettysburg,_1863",Peanuts,Watching_Football,South_Park,Mud,Flowers_and_Candy,Hammer_and_Nails,Weak,
"['Beef_Stew', 'Charles_and_Diana', 'Dating', 'The_Mafia', 'Birds', 'A_Mermaid', 'Buffalo']","['goofy', 'absurd', 'nonsensical']",,Beef_Stew,Charles_and_Diana,Dating,The_Mafia,Birds,A_Mermaid,Buffalo,Silly,
"['Bacon', 'My_Baby_Blanket', 'Hook_and_Ladder_Trucks', 'Root_Beer', 'Apple_Pie', 'Blood_and_Tears', ""Georgia_O'Keeffe""]","['groovy', 'psychedelic', 'hip']",,Bacon,My_Baby_Blanket,Hook_and_Ladder_Trucks,Root_Beer,Apple_Pie,Blood_and_Tears,Georgia_O'Keeffe,Funky,
"['A_Fairy', 'Sunken_Ships', 'Exterminators', 'Sloppy_Joes', 'Baby_Dolls', 'Beanie_Babies', 'A_Funeral']","['weakening', 'tiring', 'draining']",,A_Fairy,Sunken_Ships,Exterminators,Sloppy_Joes,Baby_Dolls,Beanie_Babies,A_Funeral,Exhausting,
"['Bill_and_Ted', 'Pit_Bulls', 'Redwood_Forests', 'Rock_Candy', 'Sesame_Street', 'Disneyland', 'The_Lunchroom']","['fortunate', 'serendipitous', 'favored']",,Bill_and_Ted,Pit_Bulls,Redwood_Forests,Rock_Candy,Sesame_Street,Disneyland,The_Lunchroom,Lucky,
"['Body_and_Soul', 'Weed_and_Feed', 'My_Mind', 'Manhattan', 'Confucius', 'Princess_Di', 'Migraine_Headaches']","['fearless', 'courageous']",,Body_and_Soul,Weed_and_Feed,My_Mind,Manhattan,Confucius,Princess_Di,Migraine_Headaches,Brave,
"['Thunder_and_Lightning', 'Cell_Phones', 'Boxing', 'A_Cabin_In_The_Woods', 'Warts', 'Umbrellas', 'Hamburgers']","['fortunate', 'serendipitous', 'favored']",,Thunder_and_Lightning,Cell_Phones,Boxing,A_Cabin_In_The_Woods,Warts,Umbrellas,Hamburgers,Lucky,
"['Three_Men_and_A_Baby', 'Geishas', 'Maggots', 'Pumpkins', 'High_Heels', 'Alaska', 'Gravity']","['brave', 'bold']",,Three_Men_and_A_Baby,Geishas,Maggots,Pumpkins,High_Heels,Alaska,Gravity,Daring,
"['Grapes', 'My_Job', 'Garrison_Keillor', 'Kickball', 'Shopping', 'Dancing', 'Frisbees']","['amusing', 'comic', 'odd']",,Grapes,My_Job,Garrison_Keillor,Kickball,Shopping,Dancing,Frisbees,Funny,
"['Incense', 'A_Honeymoon', 'Gold_Chains', 'Scientists', 'Pounding_Nails', 'Attack_On_Pearl_Harbor', 'The_Godfather']","['pretty', 'perky', 'delightful']",,Incense,A_Honeymoon,Gold_Chains,Scientists,Pounding_Nails,Attack_On_Pearl_Harbor,The_Godfather,Cute,
"['Socks', 'A_Volcano', 'School_Lunch', 'Riding_A_Horse', 'Humphrey_Bogart', 'Oil_and_Filter', 'Ballroom_Dancing']","['plain', 'easy']",,Socks,A_Volcano,School_Lunch,Riding_A_Horse,Humphrey_Bogart,Oil_and_Filter,Ballroom_Dancing,Simple,
"['Itchy_Clothes', 'Telling_The_Truth', 'Canada', 'Finger_Painting', 'Family_Vacations', 'Country_Music', 'Milking_A_Cow']","['fortunate', 'serendipitous', 'favored']",,Itchy_Clothes,Telling_The_Truth,Canada,Finger_Painting,Family_Vacations,Country_Music,Milking_A_Cow,Lucky,
"['Anna_and_The_King', 'Babysitters', 'Dead_Fish', 'A_Bull_Fight', 'Girls', 'Catfish', 'Tooth_Fairy']","['frantic', 'headlong', 'reckless']",,Anna_and_The_King,Babysitters,Dead_Fish,A_Bull_Fight,Girls,Catfish,Tooth_Fairy,Desperate,
"['My_Baby_Blanket', 'Goldfish', 'Flannel_Shirts', 'Hummingbirds', 'Cher', 'Mountain_Bikes', 'Wheel_Of_Fortune']","['unreal', 'counterfeit', 'deceptive']",,My_Baby_Blanket,Goldfish,Flannel_Shirts,Hummingbirds,Cher,Mountain_Bikes,Wheel_Of_Fortune,Fake,
"['Globes', 'Swiss_Bank_Accounts', 'Telling_The_Truth', 'King_Arthur', 'Wall_Street', 'Sleep', 'Balloons']","['stylish', 'trendy', 'fast']",,Globes,Swiss_Bank_Accounts,Telling_The_Truth,King_Arthur,Wall_Street,Sleep,Balloons,Snappy,
"['John_Wayne', 'Glass', 'Dumbo', 'The_Far_Left', 'Car_Bombs', 'Grass_Skirts', 'Lions']","['small', 'tiny']",,John_Wayne,Glass,Dumbo,The_Far_Left,Car_Bombs,Grass_Skirts,Lions,Little,
"['Blowing_Bubbles', 'Rocket_Scientists', 'Wine_Tasting', 'Boyfriends', 'Clark_Gable', ""Charlotte's_Web"", 'Buzz_Lightyear']","['not', 'short', 'stretched']",,Blowing_Bubbles,Rocket_Scientists,Wine_Tasting,Boyfriends,Clark_Gable,Charlotte's_Web,Buzz_Lightyear,Long,
"['Teachers', 'Lassie', 'Baseball_Games', 'Factories', 'Large_Mouth_Bass', ""Lenin's_Tomb"", 'Antony_and_Cleopatra']","['fragile', 'weak']",,Teachers,Lassie,Baseball_Games,Factories,Large_Mouth_Bass,Lenin's_Tomb,Antony_and_Cleopatra,Frail,
"['Helen_Keller', 'Skeletons', 'Bumper_Stickers', 'Saturday_Cartoons', 'Chutes_and_Ladders', 'Maggots', 'Will_and_Grace']","['amusing', 'comic', 'odd']",,Helen_Keller,Skeletons,Bumper_Stickers,Saturday_Cartoons,Chutes_and_Ladders,Maggots,Will_and_Grace,Funny,
"['Zombies', 'Musicals', 'Cookies', 'A_Volcano', 'Corn_Flakes', 'Time_Travel', 'Stanley_and_Livingston']","['helpful', 'handy']",,Zombies,Musicals,Cookies,A_Volcano,Corn_Flakes,Time_Travel,Stanley_and_Livingston,Useful,
"['Grass_Skirts', 'Lemon_Meringue_Pie', 'Coral_Reef', 'Frozen_Peas', 'Cleaning_The_Bathroom', 'Getting_A_Haircut', 'A_Can_Of_Worms']","['fascinating', 'exciting']",,Grass_Skirts,Lemon_Meringue_Pie,Coral_Reef,Frozen_Peas,Cleaning_The_Bathroom,Getting_A_Haircut,A_Can_Of_Worms,Interesting,
"['A_Prince', 'Bullfighting', 'A_Million_Dollars', 'Worms', 'A_Forest', 'A_Saw', 'Summer']","['not', 'short', 'not', 'low']",,A_Prince,Bullfighting,A_Million_Dollars,Worms,A_Forest,A_Saw,Summer,Tall,
"['Power_Tools', 'Lions', 'Watermelon', 'The_Pentagon', 'Hooligans', 'Sunday_Drivers', 'My_Bedroom']","['soft', 'compassionate', 'fragile']",,Power_Tools,Lions,Watermelon,The_Pentagon,Hooligans,Sunday_Drivers,My_Bedroom,Tender,
"['Dungeons_and_Dragons', 'Pizza', 'Humphrey_Bogart', 'Doctors', 'Julia_Roberts', 'In_The_Doghouse', 'Al_Pacino']","['easygoing', 'blase', 'nonchalant']",,Dungeons_and_Dragons,Pizza,Humphrey_Bogart,Doctors,Julia_Roberts,In_The_Doghouse,Al_Pacino,Casual,
"['Cowboys', 'Dump_Trucks', 'Tom_Hanks', 'Nashville', 'Dr._Jekyll_and_Mr._Hyde', 'Star_Fruit', 'Michael_Jordon']","['cheerful', 'joyous', 'merry']",,Cowboys,Dump_Trucks,Tom_Hanks,Nashville,Dr._Jekyll_and_Mr._Hyde,Star_Fruit,Michael_Jordon,Jolly,
"['Bell-Bottoms', 'Potato_Chips', 'The_Ocean', 'Aroma_Therapy', 'Braces', 'Airplanes', 'Shake_and_Bake']","['frightening', 'awful']",,Bell-Bottoms,Potato_Chips,The_Ocean,Aroma_Therapy,Braces,Airplanes,Shake_and_Bake,Horrible,
"['The_Young_and_The_Restless', 'Nashville', 'Paris,_France', 'A_Funeral', 'Cloned_Sheep', 'Walt_Disney', 'Winnie_The_Pooh']","['superficial', 'trivial', 'not', 'deep']",,The_Young_and_The_Restless,Nashville,"Paris,_France",A_Funeral,Cloned_Sheep,Walt_Disney,Winnie_The_Pooh,Shallow,
"['Mice', 'Dr._Evil', 'Strip_Malls', 'Sean_Connery', 'Helicopters', 'Aroma_Therapy', 'Bus_Drivers']","['silly', 'foolish', 'giddy']",,Mice,Dr._Evil,Strip_Malls,Sean_Connery,Helicopters,Aroma_Therapy,Bus_Drivers,Goofy,
"['Mahatma_Gandhi', 'Danny_DeVito', 'Dustin_Hoffman', 'Sports_Channels', 'Pearl_Earrings', 'The_Mafia', 'Having_A_Party']","['wealthy', 'affluent', 'moneyed']",,Mahatma_Gandhi,Danny_DeVito,Dustin_Hoffman,Sports_Channels,Pearl_Earrings,The_Mafia,Having_A_Party,Rich,
"['Michael_Jackson', 'Hit_and_Run', 'A_Princess', 'Tom_and_Jerry', 'Adam_Sandler', 'My_Memories', 'Canoes']","['lovely', 'attractive', 'good-looking']",,Michael_Jackson,Hit_and_Run,A_Princess,Tom_and_Jerry,Adam_Sandler,My_Memories,Canoes,Pretty,
"['Sesame_Street', 'Dr._Jekyll_and_Mr._Hyde', 'The_Supreme_Court', 'Pork_and_Beans', 'Saturday_Cartoons', 'Hitting_A_Home-Run', 'Peaches']","['chilly', 'icy', 'aloof']",,Sesame_Street,Dr._Jekyll_and_Mr._Hyde,The_Supreme_Court,Pork_and_Beans,Saturday_Cartoons,Hitting_A_Home-Run,Peaches,Cold,
"['Ballroom_Dancing', 'Mae_West', 'Brad_Pitt', 'Antarctica', 'Computer_Hackers', 'Bill_Murray', 'Beets']","['plump', 'thick']",,Ballroom_Dancing,Mae_West,Brad_Pitt,Antarctica,Computer_Hackers,Bill_Murray,Beets,Fat,
"['Sand_Castles', 'Men_In_Black', 'Play-Doh', 'Baseball_Fields', 'Nirvana', 'Tents', 'Fort_Knox']","['tactile', 'pleasing', 'sexual']",,Sand_Castles,Men_In_Black,Play-Doh,Baseball_Fields,Nirvana,Tents,Fort_Knox,Sensual,
"['Horses', 'Volleyball', 'Lucy_and_Desi', 'Romeo_And_Juliet', 'Blood_and_Tears', 'Boys', 'Pokemon']","['susceptible', 'sympathetic', 'tender']",,Horses,Volleyball,Lucy_and_Desi,Romeo_And_Juliet,Blood_and_Tears,Boys,Pokemon,Sensitive,
"['Hook_and_Ladder_Trucks', 'Saturn', 'Viagra', 'Cleopatra', 'Mr._Potato_Head', 'Psychiatrists', 'Birthday_Cake']","['unethical', 'corrupt', 'unprincipled']",,Hook_and_Ladder_Trucks,Saturn,Viagra,Cleopatra,Mr._Potato_Head,Psychiatrists,Birthday_Cake,Unscrupulous,
"['A_Pile_Of_Leaves', 'Stephen_King', 'Scooby-Doo', 'My_Neighborhood', 'My_Love_Life', 'Roman_Numerals', 'R_and_R']","['cautious', 'thoughtful']",,A_Pile_Of_Leaves,Stephen_King,Scooby-Doo,My_Neighborhood,My_Love_Life,Roman_Numerals,R_and_R,Careful,
"['Restaurants', 'Hot_Wheels_Cars', 'Pride_and_Prejudice', 'Porcupines', 'The_Common_Loon', 'Churches', 'Shrimp']","['dirty', 'foul', 'unclean']",,Restaurants,Hot_Wheels_Cars,Pride_and_Prejudice,Porcupines,The_Common_Loon,Churches,Shrimp,Filthy,
"['Baby_Showers', 'Inchworm', 'Hot_Wheels_Cars', 'Grapes', 'Fortune_Cookies', 'Odds_and_Ends', 'Israel']","['frightening', 'electrifying', 'startling']",,Baby_Showers,Inchworm,Hot_Wheels_Cars,Grapes,Fortune_Cookies,Odds_and_Ends,Israel,Shocking,
"['Restaurants', 'Looking_For_A_Job', 'Bow_and_Arrows', 'Snoopy_and_The_Red_Barron', 'The_FBI', 'Driving_A_Car', 'A_Movie_Theater']","['fresh', 'modern']",,Restaurants,Looking_For_A_Job,Bow_and_Arrows,Snoopy_and_The_Red_Barron,The_FBI,Driving_A_Car,A_Movie_Theater,New,
"['Bus_Drivers', 'VW_Beetles', 'Yo-Yos', 'Speeding_Tickets', 'The_Last_Day_Of_School', 'A_Movie_Theater', 'My_Best_Friend']","['muddled', 'bewildered', 'perplexed']",,Bus_Drivers,VW_Beetles,Yo-Yos,Speeding_Tickets,The_Last_Day_Of_School,A_Movie_Theater,My_Best_Friend,Confused,
"['Bugs', 'Oil_and_Vinegar', 'Yo-Yos', 'Gorillas', 'My_Refrigerator', 'Scene_Of_The_Crime', 'Neil_Simon']","['ridiculous', 'senseless', 'foolish']",,Bugs,Oil_and_Vinegar,Yo-Yos,Gorillas,My_Refrigerator,Scene_Of_The_Crime,Neil_Simon,Absurd,
"['Conspiracy_Theories', 'Machine_Guns', 'Tyrannosaurus_Rex', 'E-Mail', 'Antony_and_Cleopatra', 'Bongos', 'Spaghetti']","['hurtful', 'agonizing', 'unbearable']",,Conspiracy_Theories,Machine_Guns,Tyrannosaurus_Rex,E-Mail,Antony_and_Cleopatra,Bongos,Spaghetti,Painful,
"['Jerry_Springer', 'Whips', 'Socks', 'Volleyball', 'Hanukkah', 'Pole_Vaulting', 'Silly_Putty']","['arousing', 'appealing', 'seductive']",,Jerry_Springer,Whips,Socks,Volleyball,Hanukkah,Pole_Vaulting,Silly_Putty,Sexy,
"['Strawberry_Shortcake', 'Victorian_England', 'Funerals', 'Space_and_Time', 'Sleeping_Pills', 'Crazy_Horse', 'Snoopy_and_The_Red_Barron']","['excellent', 'refined', 'flawless']",,Strawberry_Shortcake,Victorian_England,Funerals,Space_and_Time,Sleeping_Pills,Crazy_Horse,Snoopy_and_The_Red_Barron,Exquisite,
"['Rainbows', 'Pillow_Fights', 'Doctors', 'Panning_For_Gold', 'Sticks_and_Stones', 'The_Ozone_Layer', 'Feathers']","['boring', 'stupid', 'blunt']",,Rainbows,Pillow_Fights,Doctors,Panning_For_Gold,Sticks_and_Stones,The_Ozone_Layer,Feathers,Dull,
"['My_Life', 'Niagara_Falls', 'Exterminators', 'Anthony_Hopkins', 'Canadians', 'Bill_and_Ted', 'Cowboys_and_Indians']","['world-wide', 'spherical', 'universal']",,My_Life,Niagara_Falls,Exterminators,Anthony_Hopkins,Canadians,Bill_and_Ted,Cowboys_and_Indians,Global,
"['The_Metric_System', 'The_Rolling_Stones', 'Under_My_Bed', 'Toasters', 'Corn_On_The_Cob', 'Grape_Jelly', 'Rogers_and_Hammerstein']","['useless', 'meaningless']",,The_Metric_System,The_Rolling_Stones,Under_My_Bed,Toasters,Corn_On_The_Cob,Grape_Jelly,Rogers_and_Hammerstein,Worthless,
"['Andy_Warhol', 'The_Old_Man_And_The_Sea', 'Howard_Stern', 'Sitcoms', 'Fame_and_Fortune', 'Folk_Music', 'Cooking_Dinner']","['sneaky', 'shifty', 'tricky']",,Andy_Warhol,The_Old_Man_And_The_Sea,Howard_Stern,Sitcoms,Fame_and_Fortune,Folk_Music,Cooking_Dinner,Devious,
"['New_Yorkers', 'Elevators', 'My_Shoes', 'Jim_Carrey', 'Marlon_Brando', 'Cupcakes', 'Car_Crash']","['unexpected', 'amazing']",,New_Yorkers,Elevators,My_Shoes,Jim_Carrey,Marlon_Brando,Cupcakes,Car_Crash,Surprising,
"['Alan_Greenspan', 'Mary-Kate_And_Ashley', 'Tightrope_Walking', 'Monsters', 'Love_and_Marriage', 'Stretch_Limos', 'Venus_and_Mars']","['methodical', 'formal', 'systematic']",,Alan_Greenspan,Mary-Kate_And_Ashley,Tightrope_Walking,Monsters,Love_and_Marriage,Stretch_Limos,Venus_and_Mars,Orderly,
"['Hot_Wheels_Cars', 'Cherry_Pie', 'Trampolines', 'The_Princess_and_The_Pea', 'Africa', 'The_Beatles', 'Volleyball']","['broad', 'thick']",,Hot_Wheels_Cars,Cherry_Pie,Trampolines,The_Princess_and_The_Pea,Africa,The_Beatles,Volleyball,Wide,
"['Paris,_France', 'Sunburns', 'Silly_Putty', 'Flies', 'Flowers_and_Candy', 'Hot_Wheels_Cars', 'Maui']","['flavorable', 'tangy', 'hot']",,"Paris,_France",Sunburns,Silly_Putty,Flies,Flowers_and_Candy,Hot_Wheels_Cars,Maui,Spicy,
"['The_Judge', 'The_Olympics', 'Richard_Nixon', 'Itchy_Clothes', 'Space_and_Time', 'Pinocchio', 'Garages']","['attractive', 'elegant', 'fine']",,The_Judge,The_Olympics,Richard_Nixon,Itchy_Clothes,Space_and_Time,Pinocchio,Garages,Handsome,
"['Getting_A_Haircut', 'Barfing', 'Bingo', 'The_Williams_Sisters', 'Summer', 'Bird_Watching', 'Treehouse']","['ghastly', 'hideous', 'grisly']",,Getting_A_Haircut,Barfing,Bingo,The_Williams_Sisters,Summer,Bird_Watching,Treehouse,Gruesome,
"['Having_An_Operation', 'Frog_and_Toad', 'A_School_Dance', 'Fireworks', 'Snow_White', 'Normal_Rockwell', 'Me_and_My_Shadow']","['caring', 'kind']",,Having_An_Operation,Frog_and_Toad,A_School_Dance,Fireworks,Snow_White,Normal_Rockwell,Me_and_My_Shadow,Loving,
"['Porcupines', 'Ebony_and_Ivory', 'Truth_and_Justice', 'Chorus_Girls', 'United_States', 'Electricity', 'Stonehenge']","['caring', 'unselfish']",,Porcupines,Ebony_and_Ivory,Truth_and_Justice,Chorus_Girls,United_States,Electricity,Stonehenge,Thoughtful,
"['Black_Holes', 'Killer_Whales', 'Alaska', 'New_Orleans', 'Starfish', 'Pinocchio', 'Going_On_Vacation']","['pretty', 'lovely']",,Black_Holes,Killer_Whales,Alaska,New_Orleans,Starfish,Pinocchio,Going_On_Vacation,Beautiful,
"['Garbage_Cans', 'The_Lunchroom', 'Captain_Kirk', 'Shopping', 'Screeching', 'Snoopy_and_The_Red_Barron', 'Death_and_Taxes']","['trashy', 'tawdry', 'far-fetched']",,Garbage_Cans,The_Lunchroom,Captain_Kirk,Shopping,Screeching,Snoopy_and_The_Red_Barron,Death_and_Taxes,Cheesy,
"['Gossip', 'Billy_Crystal', 'Psychiatrists', 'Throwing_Rocks', 'Italy', 'Globes', 'Mushrooms']","['loving', 'tender', 'huggable']",,Gossip,Billy_Crystal,Psychiatrists,Throwing_Rocks,Italy,Globes,Mushrooms,Cuddly,
"['Festering_Wounds', 'Road_Trips', 'Milwaukee', 'Hot_Lava', 'The_Lunchroom', 'Meat_Cleavers', 'Top_Of_A_Rollercoaster']","['annoying', 'troublesome', 'provoking']",,Festering_Wounds,Road_Trips,Milwaukee,Hot_Lava,The_Lunchroom,Meat_Cleavers,Top_Of_A_Rollercoaster,Irritating,
"['Pickles', 'Here_and_There', 'Underwear', 'Grease_and_Grime', 'Swordfighting', 'Ramona', 'Feathers']","['gallant', 'bold', 'elegant']",,Pickles,Here_and_There,Underwear,Grease_and_Grime,Swordfighting,Ramona,Feathers,Dashing,
"['Vampires', 'A_Locker_Room', 'Chicago', 'Drew_Barrymore', 'Buzz_Lightyear', 'Michelangelo', 'A_School_Dance']","['beautiful', 'dazzling', 'stylish']",,Vampires,A_Locker_Room,Chicago,Drew_Barrymore,Buzz_Lightyear,Michelangelo,A_School_Dance,Glamorous,
"['Cary_Grant', 'Windsurfing', 'Raves', 'Red_Raspberries', 'Phone_and_Fax', 'Cold_Pizza', 'Cheese']","['plain', 'easy']",,Cary_Grant,Windsurfing,Raves,Red_Raspberries,Phone_and_Fax,Cold_Pizza,Cheese,Simple,
"['Water_Parks', 'Burned_Toast', 'A_Broken_Leg', 'Martin_Luther_King,_Jr.', 'Fidel_Castro', 'Clowns', 'A_Funeral']","['very', 'good', 'important']",,Water_Parks,Burned_Toast,A_Broken_Leg,"Martin_Luther_King,_Jr.",Fidel_Castro,Clowns,A_Funeral,Great,
"['Snoopy_and_The_Red_Barron', 'Ben_Stiller', 'Weapons_Dealers', 'Australian_Outback', 'Los_Angeles', 'Rubber_Gloves', 'Hiroshima_-_1945']","['scary', 'horrifying', 'awesome']",,Snoopy_and_The_Red_Barron,Ben_Stiller,Weapons_Dealers,Australian_Outback,Los_Angeles,Rubber_Gloves,Hiroshima_-_1945,Frightening,
"['Hootie_and_The_Blowfish', 'Snow_Cones', 'Umbrella_Drinks', 'Cauliflower', 'Roman_Numerals', 'Hamburgers', 'Marriage']","['swift', 'quick', 'rapid']",,Hootie_and_The_Blowfish,Snow_Cones,Umbrella_Drinks,Cauliflower,Roman_Numerals,Hamburgers,Marriage,Fast,
