7,6,5,synonyms,target,4,hand,3,1,2
Aroma_Therapy,Nashville,Jimmy_Stewart,"['downy', 'unclear', 'furry']",Fuzzy,Detroit,"['Crash_and_Burn', 'Recycling', 'Clint_Eastwood', 'Detroit', 'Jimmy_Stewart', 'Nashville', 'Aroma_Therapy']",Clint_Eastwood,Crash_and_Burn,Recycling
The_Great_Depression,Woodpeckers,Ballerinas,"['funny', 'amusing', 'comical']",Humorous,A_Little_White_Lie,"['Leather', 'Mosquito_Bites', 'Cheerleaders', 'A_Little_White_Lie', 'Ballerinas', 'Woodpeckers', 'The_Great_Depression']",Cheerleaders,Leather,Mosquito_Bites
Getting_A_Shot,Elmo,In_The_Doghouse,"['amusing', 'festive', 'enjoyable']",Entertaining,Rice_and_Beans,"['Brain_Surgeons', 'Sugar_and_Spice', 'Flashlights', 'Rice_and_Beans', 'In_The_Doghouse', 'Elmo', 'Getting_A_Shot']",Flashlights,Brain_Surgeons,Sugar_and_Spice
Hopscotch,The_Electric_Chair,Emily_Dickinson,"['imaginative', 'artistic', 'original']",Creative,Roller_Coaster,"['Actors', 'Tacos', 'Earwigs', 'Roller_Coaster', 'Emily_Dickinson', 'The_Electric_Chair', 'Hopscotch']",Earwigs,Actors,Tacos
Winning_The_Lottery,Rabbits,The_1920s,"['trustworthy', 'credible', 'convincing']",Believable,Going_To_The_Dentist,"['Skinheads', 'Sneezing', 'Baked_Potatoes', 'Going_To_The_Dentist', 'The_1920s', 'Rabbits', 'Winning_The_Lottery']",Baked_Potatoes,Skinheads,Sneezing
Bread_and_Water,R_and_B,Nail_Polish,"['plain', 'easy']",Simple,Anthony_Hopkins,"['Puff_Daddy', 'Meryl_Streep', 'Truck_Stops', 'Anthony_Hopkins', 'Nail_Polish', 'R_and_B', 'Bread_and_Water']",Truck_Stops,Puff_Daddy,Meryl_Streep
Rock_Candy,Vanilla_Pudding,Gen._George_S._Patton,"['frantic', 'headlong', 'reckless']",Desperate,Friends_and_Family,"['Weird_Al_Yankovic', 'Beets', 'Girlfriends', 'Friends_and_Family', 'Gen._George_S._Patton', 'Vanilla_Pudding', 'Rock_Candy']",Girlfriends,Weird_Al_Yankovic,Beets
Whoopie_Goldberg,A_Saw,Mosquitoes,"['delicious', 'savory', 'juicy']",Luscious,Cotton_Candy,"['Nirvana', 'South_Park', 'Giant_Squid', 'Cotton_Candy', 'Mosquitoes', 'A_Saw', 'Whoopie_Goldberg']",Giant_Squid,Nirvana,South_Park
Driving_A_Car,A_Refrigerator,A_Mermaid,"['flashy', 'showy', 'gaudy']",Glitzy,Pine_Cones,"['Gingko_Trees', 'Losing_Your_Backpack', 'Toes', 'Pine_Cones', 'A_Mermaid', 'A_Refrigerator', 'Driving_A_Car']",Toes,Gingko_Trees,Losing_Your_Backpack
A_Sunset,Assault_and_Battery,Space_and_Time,"['foolish', 'dumb', 'moronic']",Idiotic,Casablanca,"['Gall_Bladder', 'Zebras', 'South_Park', 'Casablanca', 'Space_and_Time', 'Assault_and_Battery', 'A_Sunset']",South_Park,Gall_Bladder,Zebras
Jupiter,Global_Warming,Husbands_and_Wives,"['false', 'artificial', 'imitation']",Phony,Gravy,"['The_Great_Depression', 'Mustard', 'Queen_Elizabeth_II', 'Gravy', 'Husbands_and_Wives', 'Global_Warming', 'Jupiter']",Queen_Elizabeth_II,The_Great_Depression,Mustard
Clark_Gable,Giving_A_Hug,Science_Tests,"['fragile', 'weak']",Frail,Tomatoes,"['Thelma_and_Louise', 'Summer_Camp', 'The_Marx_Brothers', 'Tomatoes', 'Science_Tests', 'Giving_A_Hug', 'Clark_Gable']",The_Marx_Brothers,Thelma_and_Louise,Summer_Camp
Body_and_Soul,Horseback_Riding,Dog_Food,"['stinky', 'odorous', 'rank']",Smelly,Getting_The_Flu,"['Grapes', 'Hospital_Gowns', 'Sandra_Bullock', 'Getting_The_Flu', 'Dog_Food', 'Horseback_Riding', 'Body_and_Soul']",Sandra_Bullock,Grapes,Hospital_Gowns
NYPD,Backstreet_Boys,Olive_Oil,"['not', 'strong', 'sickly']",Weak,Sin_and_Redemption,"['Bonnie_and_Clyde', 'Water', 'The_Great_Barrier_Reef', 'Sin_and_Redemption', 'Olive_Oil', 'Backstreet_Boys', 'NYPD']",The_Great_Barrier_Reef,Bonnie_and_Clyde,Water
Cats_and_Dogs,Stamp_Collecting,Cookies,"['unlit', 'morbid', 'sinister']",Dark,The_Earth,"['Family_Vacations', 'Mahatma_Gandhi', 'Cattle_Ranch', 'The_Earth', 'Cookies', 'Stamp_Collecting', 'Cats_and_Dogs']",Cattle_Ranch,Family_Vacations,Mahatma_Gandhi
Dungeons_and_Dragons,Hitting_A_Home-Run,Root_Beer_Floats,"['useful', 'helpful']",Practical,Hook_and_Ladder_Trucks,"['Spinach', 'An_Igloo', 'Ballroom_Dancing', 'Hook_and_Ladder_Trucks', 'Root_Beer_Floats', 'Hitting_A_Home-Run', 'Dungeons_and_Dragons']",Ballroom_Dancing,Spinach,An_Igloo
Ernest_Hemingway,Hockey,Cottage_Cheese,"['fearful', 'afraid', 'spineless']",Cowardly,Local_Police,"['Charging_Rhinos', 'Steve_Martin', 'Track_and_Field', 'Local_Police', 'Cottage_Cheese', 'Hockey', 'Ernest_Hemingway']",Track_and_Field,Charging_Rhinos,Steve_Martin
Waterbeds,Flags,Beauty_and_The_Beast,"['sugary', 'caring', 'good']",Sweet,Diamonds,"['School_Pictures', 'Greenpeace', 'Candy', 'Diamonds', 'Beauty_and_The_Beast', 'Flags', 'Waterbeds']",Candy,School_Pictures,Greenpeace
Firefighters,Peter_Pan,Bert_and_Ernie,"['cruel', 'crude', 'harsh']",Brutal,Toothpaste,"['Normal_Rockwell', 'Fortune_Cookies', 'Pretzels', 'Toothpaste', 'Bert_and_Ernie', 'Peter_Pan', 'Firefighters']",Pretzels,Normal_Rockwell,Fortune_Cookies
Running_In_A_Race,Strawberry_Shortcake,Bowling,"['pigeonholed', 'caricatured', 'characterized']",Stereotyped,Fred_and_Wilma,"['Frog_and_Toad', 'Chains', 'Gingko_Trees', 'Fred_and_Wilma', 'Bowling', 'Strawberry_Shortcake', 'Running_In_A_Race']",Gingko_Trees,Frog_and_Toad,Chains
Dolly_Parton,Legs,Muhammad_Ali,"['big', 'not', 'small']",Large,The_Chicken_Dance,"['Ice_and_Snow', 'Sand', 'Baseball_Fields', 'The_Chicken_Dance', 'Muhammad_Ali', 'Legs', 'Dolly_Parton']",Baseball_Fields,Ice_and_Snow,Sand
Dungeons_and_Dragons,Hospitals,Collection_Shells,"['trivial', 'silly', 'shallow']",Frivolous,Onions,"['Bats', 'Mahatma_Gandhi', 'Ham_Sandwhich', 'Onions', 'Collection_Shells', 'Hospitals', 'Dungeons_and_Dragons']",Ham_Sandwhich,Bats,Mahatma_Gandhi
My_Mother,Rush_Limbaugh,Whoopie_Goldberg,"['inactive', 'lazy', 'slothful']",Sluggish,Jelly_Beans,"['Cell_Phones', 'Elevators', 'Japanese', 'Jelly_Beans', 'Whoopie_Goldberg', 'Rush_Limbaugh', 'My_Mother']",Japanese,Cell_Phones,Elevators
Greenpeace,Heart_and_Soul,Babysitters,"['blazing', 'heated', 'spicy']",Hot,My_Grandma,"['Coconuts', 'Alan_Greenspan', 'Learning_To_Ski', 'My_Grandma', 'Babysitters', 'Heart_and_Soul', 'Greenpeace']",Learning_To_Ski,Coconuts,Alan_Greenspan
Play-Doh,Hairballs,Trains,"['angry', 'raging', 'wild']",Furious,Stocks_and_Bonds,"['Marilyn_Monroe', 'Clouds', 'Bow_and_Arrows', 'Stocks_and_Bonds', 'Trains', 'Hairballs', 'Play-Doh']",Bow_and_Arrows,Marilyn_Monroe,Clouds
Parachutes,Gymnastics,Frank_Sinatra,"['dismal', 'sorrowful', 'bummed', 'out']",Woebegone,Hip_Hop,"['AIDS', 'Rice_Krispies_Treats', 'Sledding', 'Hip_Hop', 'Frank_Sinatra', 'Gymnastics', 'Parachutes']",Sledding,AIDS,Rice_Krispies_Treats
The_Godfather,Billy_Crystal,Little_Brown_Mice,"['overpowering', 'overwhelming', 'compelling']",Irresistible,Monitor_and_The_Merrimac,"['Pins_and_Needles', 'Fame_and_Fortune', 'White_Collar_Crime', 'Monitor_and_The_Merrimac', 'Little_Brown_Mice', 'Billy_Crystal', 'The_Godfather']",White_Collar_Crime,Pins_and_Needles,Fame_and_Fortune
Swans,Rabbits,Brushing_Your_Teeth,"['timeless', 'definitive', 'vintage']",Classic,Feminists,"['Garbage_Cans', 'Birds', 'Abraham_Lincoln', 'Feminists', 'Brushing_Your_Teeth', 'Rabbits', 'Swans']",Abraham_Lincoln,Garbage_Cans,Birds
Swiss_Cheese,Goldie_Hawn,Frosty_The_Snowman,"['womanly', 'ladylike', 'unmanly']",Feminine,Lions,"['Bunk_Beds', 'Rice', 'Baby_Food', 'Lions', 'Frosty_The_Snowman', 'Goldie_Hawn', 'Swiss_Cheese']",Baby_Food,Bunk_Beds,Rice
Swiss_Bank_Accounts,Tarzan_and_Jane,Family_Reunions,"['natural', 'clean', 'biological']",Organic,Divorce,"['Talk_Radio', 'Owls', 'Mike_Tyson', 'Divorce', 'Family_Reunions', 'Tarzan_and_Jane', 'Swiss_Bank_Accounts']",Mike_Tyson,Talk_Radio,Owls
Lollipops,A_Submarine,Power_and_Glory,"['attractive', 'elegant', 'fine']",Handsome,The_Earth,"['Dungeons_and_Dragons', 'Shave_and_A_Haircut', 'The_Chicken_Dance', 'The_Earth', 'Power_and_Glory', 'A_Submarine', 'Lollipops']",The_Chicken_Dance,Dungeons_and_Dragons,Shave_and_A_Haircut
Bugs,Burger_and_Fries,Chips_and_Salsa,"['frightening', 'awful']",Horrible,Salsa_Dancing,"['Mahatma_Gandhi', 'Seashells', 'Baby_Dolls', 'Salsa_Dancing', 'Chips_and_Salsa', 'Burger_and_Fries', 'Bugs']",Baby_Dolls,Mahatma_Gandhi,Seashells
Liver_And_Onions,Grapefruit,Women's_Soccer,"['male', 'manly', 'virile']",Masculine,Democrats,"['Grapes', 'The_1990s', 'Tacos', 'Democrats', ""Women's_Soccer"", 'Grapefruit', 'Liver_And_Onions']",Tacos,Grapes,The_1990s
Waterparks,Science_Fiction,Cell_Phones,"['masculine', 'virile', 'strong']",Manly,Noodles,"['The_Young_and_The_Restless', 'Having_A_Party', 'Being_and_Nothingness', 'Noodles', 'Cell_Phones', 'Science_Fiction', 'Waterparks']",Being_and_Nothingness,The_Young_and_The_Restless,Having_A_Party
Swimming,Blueberries,NASCAR,"['calm', 'not', 'tense']",Relaxed,Superman,"['Cavities', 'Beer', 'Dolphins', 'Superman', 'NASCAR', 'Blueberries', 'Swimming']",Dolphins,Cavities,Beer
A_Volcano,Ebony_and_Ivory,Horses,"['concerned', 'interested']",Caring,Slasher_Films,"['Peaches_and_Cream', 'Dr._Kevorkin', 'Gorillas', 'Slasher_Films', 'Horses', 'Ebony_and_Ivory', 'A_Volcano']",Gorillas,Peaches_and_Cream,Dr._Kevorkin
Confucius,In_The_Basement,Frank_Sinatra,"['hairy', 'fuzzy']",Furry,Trinidad_and_Tobago,"['Niagara_Falls', 'Watching_TV', 'Babe_Ruth', 'Trinidad_and_Tobago', 'Frank_Sinatra', 'In_The_Basement', 'Confucius']",Babe_Ruth,Niagara_Falls,Watching_TV
Baking_Cookies,Crying,Cold_Pizza,"['athletic', 'active']",Sporty,Jell-O,"['President_Bush', 'Hills_and_Valleys', 'Card_Games', 'Jell-O', 'Cold_Pizza', 'Crying', 'Baking_Cookies']",Card_Games,President_Bush,Hills_and_Valleys
Lemons,Beanbag_Chairs,Learning_Spanish,"['not', 'bald', 'furry']",Hairy,Toenails,"['Candy_Corn', 'Trailer_Parks', 'Maple_Syrup', 'Toenails', 'Learning_Spanish', 'Beanbag_Chairs', 'Lemons']",Maple_Syrup,Candy_Corn,Trailer_Parks
Paper_Route,The_Supreme_Court,A_Dozen_Red_Roses,"['frightening', 'slithering', 'scary']",Creepy,A_Flat_Tire,"['Mickey_and_Minnie', 'Anna_and_The_King', 'Thunder', 'A_Flat_Tire', 'A_Dozen_Red_Roses', 'The_Supreme_Court', 'Paper_Route']",Thunder,Mickey_and_Minnie,Anna_and_The_King
Pit_Bulls,Fourth_Of_July,Food_Poisoning,"['stylish', 'dashing', 'current']",Fashionable,Flash_Floods,"['Family_Values', 'Catsup', 'Soccer', 'Flash_Floods', 'Food_Poisoning', 'Fourth_Of_July', 'Pit_Bulls']",Soccer,Family_Values,Catsup
John_Philip_Sousa,Driving_A_Car,Piranha,"['prehistoric', 'primal', 'uncivilized']",Primitive,The_Ice_Age,"['Charlie_Brown', 'Lifeguard', 'My_First_Kiss', 'The_Ice_Age', 'Piranha', 'Driving_A_Car', 'John_Philip_Sousa']",My_First_Kiss,Charlie_Brown,Lifeguard
Restaurants,Walking_The_Dog,Claude_Monet,"['sickening', 'disgusting', 'repulsive']",Icky,Hawks_and_Doves,"['The_Super_Bowl', 'Rock_and_Roll', 'Pillow_Fights', 'Hawks_and_Doves', 'Claude_Monet', 'Walking_The_Dog', 'Restaurants']",Pillow_Fights,The_Super_Bowl,Rock_and_Roll
Science_Tests,My_Father,The_Mounties,"['sensational', 'fabulous', 'severe']",Terrific,Cults,"['Hollywood', 'The_Renaissance', 'The_Great_Chicago_Fire', 'Cults', 'The_Mounties', 'My_Father', 'Science_Tests']",The_Great_Chicago_Fire,Hollywood,The_Renaissance
Sunflower,Floods,My_Boss,"['quick', 'speedy', 'expeditious']",Swift,Bangkok,"['Stunt_People', 'Japan', 'A_Piano', 'Bangkok', 'My_Boss', 'Floods', 'Sunflower']",A_Piano,Stunt_People,Japan
A_Sunrise,My_Future,Beach_Balls,"['unconventional', 'revolutionary', 'extreme']",Radical,Tiger_Woods,"['Working_Out', 'Porsche_Boxster', 'Flying_Monkeys', 'Tiger_Woods', 'Beach_Balls', 'My_Future', 'A_Sunrise']",Flying_Monkeys,Working_Out,Porsche_Boxster
Bacon,Aristotle,HMOs,"['enjoyable', 'playful', 'amusing']",Fun,Parachutes,"['Hangnails', 'Cleopatra', 'Caves', 'Parachutes', 'HMOs', 'Aristotle', 'Bacon']",Caves,Hangnails,Cleopatra
Antarctica,Samuel_L._Jackson,Weapons_Dealers,"['meaningless', 'absurd', 'foolish']",Senseless,President_Bush,"['A_Funeral', 'Eating_Breakfast', 'Camping_Trip', 'President_Bush', 'Weapons_Dealers', 'Samuel_L._Jackson', 'Antarctica']",Camping_Trip,A_Funeral,Eating_Breakfast
Lizards,A_Desert,Waterfalls,"['crazy', 'funny', 'wacky']",Zany,The_Titanic,"['Grassy_Hill', 'Babies', 'Chicken_Nuggets', 'The_Titanic', 'Waterfalls', 'A_Desert', 'Lizards']",Chicken_Nuggets,Grassy_Hill,Babies
Parenting,Witch_Hunts,Ants,"['pretty', 'lovely']",Beautiful,High_School_Reunions,"['Ordinary_People', 'Billy_Crystal', 'Nashville', 'High_School_Reunions', 'Ants', 'Witch_Hunts', 'Parenting']",Nashville,Ordinary_People,Billy_Crystal
Death_and_Dying,Itchy_Clothes,Playing_Checkers,"['kooky', 'foolish', 'nutlike']",Nutty,Poison_Ivy,"['Nobel_Peace_Prize', 'Body_and_Soul', 'Lego_Building_Blocks', 'Poison_Ivy', 'Playing_Checkers', 'Itchy_Clothes', 'Death_and_Dying']",Lego_Building_Blocks,Nobel_Peace_Prize,Body_and_Soul
Dancing,Penguins,Spiders,"['puzzling', 'weird']",Confusing,Fear_and_Loathing,"['Jesse_Jackson', 'Dodo_Birds', 'Bow_and_Arrows', 'Fear_and_Loathing', 'Spiders', 'Penguins', 'Dancing']",Bow_and_Arrows,Jesse_Jackson,Dodo_Birds
Mickey_Mouse,A_Princess,Chicago,"['sugary', 'caring', 'good']",Sweet,Flying_Monkeys,"[""Custer's_Last_Stand"", ""At_My_Parent's_House"", 'Anthrax', 'Flying_Monkeys', 'Chicago', 'A_Princess', 'Mickey_Mouse']",Anthrax,Custer's_Last_Stand,At_My_Parent's_House
Pirates,Hook_and_Ladder_Trucks,The_Gulf_War,"['scratchy', 'uneven', 'jagged']",Rough,The_Beatles,"['Baby_Dolls', ""Salt_'N_Pepa"", 'Fund_Raising', 'The_Beatles', 'The_Gulf_War', 'Hook_and_Ladder_Trucks', 'Pirates']",Fund_Raising,Baby_Dolls,Salt_'N_Pepa
Sugar_and_Spice,Rice,Death_Valley,"['not', 'grasped', 'not', 'learned', 'not', 'absorbed']",Misunderstood,Madonna,"['Junkyard_Dogs', 'Rock_and_Roll', 'Beef_Stew', 'Madonna', 'Death_Valley', 'Rice', 'Sugar_and_Spice']",Beef_Stew,Junkyard_Dogs,Rock_and_Roll
Bill_Clinton,Boy_Scouts,Kangaroos,"['arousing', 'appealing', 'seductive']",Sexy,Lock_and_Load,"['Car_Crash', 'Hillary_Rodham_Clinton', 'Ice_Cream', 'Lock_and_Load', 'Kangaroos', 'Boy_Scouts', 'Bill_Clinton']",Ice_Cream,Car_Crash,Hillary_Rodham_Clinton
Televangelists,Alaska,Meat_Cleavers,"['alluring', 'engaging', 'good-looking']",Attractive,Sharks,"['Velcro', 'Drunk_Drivers', 'The_JFK_Assassination', 'Sharks', 'Meat_Cleavers', 'Alaska', 'Televangelists']",The_JFK_Assassination,Velcro,Drunk_Drivers
Horseback_Riding,Clint_Eastwood,Babies,"['shy', 'timid', 'modest']",Bashful,William_Shakespeare,"[""Women's_Soccer"", 'Muddy_Feet', 'Monitor_and_The_Merrimac', 'William_Shakespeare', 'Babies', 'Clint_Eastwood', 'Horseback_Riding']",Monitor_and_The_Merrimac,Women's_Soccer,Muddy_Feet
Emergency_Rooms,Fur,Clowns,"['unethical', 'corrupt', 'unprincipled']",Unscrupulous,The_Last_Day_Of_School,"['Odds_and_Ends', 'The_Three_Tenors', 'Jack_The_Ripper', 'The_Last_Day_Of_School', 'Clowns', 'Fur', 'Emergency_Rooms']",Jack_The_Ripper,Odds_and_Ends,The_Three_Tenors
Getting_A_Hug,Leonardo_Da_Vinci,My_Best_Friend,"['funny', 'witty', 'amusing']",Hilarious,Alan_Greenspan,"['Dr._Laura', 'Elizabeth_Taylor', 'Cooking_Dinner', 'Alan_Greenspan', 'My_Best_Friend', 'Leonardo_Da_Vinci', 'Getting_A_Hug']",Cooking_Dinner,Dr._Laura,Elizabeth_Taylor
Pit_Bulls,Flannel_Shirts,Alfred_Hitchcock,"['offending', 'discourteous', 'rude']",Insulting,Goldie_Hawn,"['Bankruptcy', 'My_Grandma', 'Hot_Lava', 'Goldie_Hawn', 'Alfred_Hitchcock', 'Flannel_Shirts', 'Pit_Bulls']",Hot_Lava,Bankruptcy,My_Grandma
Milwaukee,Swans,Bubbles,"['insane', 'bizarre', 'wacky']",Crazy,Dirty_Socks,"['Pumping_Iron', 'Chicken_Pox', 'Maple_Syrup', 'Dirty_Socks', 'Bubbles', 'Swans', 'Milwaukee']",Maple_Syrup,Pumping_Iron,Chicken_Pox
The_Little_Mermaid,Bonnie_and_Clyde,Tents,"['usual', 'common', 'plain']",Ordinary,Campfire,"['Slivers', 'Getting_A_Shot', 'Abbot_and_Costello', 'Campfire', 'Tents', 'Bonnie_and_Clyde', 'The_Little_Mermaid']",Abbot_and_Costello,Slivers,Getting_A_Shot
Frogs,Elmo,Conspiracy_Theories,"['natural', 'clean', 'biological']",Organic,Getting_A_Hug,"['Ginseng', 'The_National_Enquirer', 'Drew_Barrymore', 'Getting_A_Hug', 'Conspiracy_Theories', 'Elmo', 'Frogs']",Drew_Barrymore,Ginseng,The_National_Enquirer
Zen,Paying_Taxes,Kiss_and_Tell,"['tidy', 'orderly', 'cool']",Neat,Musicals,"['Getting_A_Haircut', 'Drunk_Drivers', 'Doctors_and_Dentists', 'Musicals', 'Kiss_and_Tell', 'Paying_Taxes', 'Zen']",Doctors_and_Dentists,Getting_A_Haircut,Drunk_Drivers
Venus_and_Mars,Penguins,Mae_West,"['ignored', 'disregarded', 'rejected']",Neglected,Rappers,"['Milk_Duds', 'Bugs', 'Local_Police', 'Rappers', 'Mae_West', 'Penguins', 'Venus_and_Mars']",Local_Police,Milk_Duds,Bugs
Weed_and_Feed,A_Haunted_House,Warts,"['conceited', 'arrogant', 'fruitless']",Vain,Slivers,"['Matzo_Balls', 'Caves', 'Starfish', 'Slivers', 'Warts', 'A_Haunted_House', 'Weed_and_Feed']",Starfish,Matzo_Balls,Caves
Robin_Hood,Cup_and_Saucer,Pins_and_Needles,"['active', 'vigorous', 'forceful']",Energetic,Roller_Coaster,"['Monsters', 'Gummi_Bears', 'Cherry_Pie', 'Roller_Coaster', 'Pins_and_Needles', 'Cup_and_Saucer', 'Robin_Hood']",Cherry_Pie,Monsters,Gummi_Bears
The_Moon,Salt_and_Pepper,Pebbles_and_Bamm-Bamm,"['wicked', 'corrupt', 'depraved']",Evil,Los_Angeles,"['Barney', 'My_Boss', 'Skunks', 'Los_Angeles', 'Pebbles_and_Bamm-Bamm', 'Salt_and_Pepper', 'The_Moon']",Skunks,Barney,My_Boss
Bald_Eagles,Screeching,North_Pole,"['costly', 'valuable', 'exorbitant']",Expensive,My_Family,"['Blowing_Bubbles', 'Mudslides', 'Space_and_Time', 'My_Family', 'North_Pole', 'Screeching', 'Bald_Eagles']",Space_and_Time,Blowing_Bubbles,Mudslides
Aliens,Weed_and_Feed,Mountain_Bikes,"['perfect', 'flawless', 'model']",Ideal,Crazy_Horse,"['The_Rolling_Stones', 'Cooking_Dinner', 'Elephants', 'Crazy_Horse', 'Mountain_Bikes', 'Weed_and_Feed', 'Aliens']",Elephants,The_Rolling_Stones,Cooking_Dinner
Pumpkins,The_IRS,Viagra,"['conscientious', 'ethical', 'scrupulous']",Principled,Ancient_Rome,"['A_King', 'Weapons_Dealers', 'A_Bakery', 'Ancient_Rome', 'Viagra', 'The_IRS', 'Pumpkins']",A_Bakery,A_King,Weapons_Dealers
The_Vietnam_Memorial,Sand,Oprah_Winfrey,"['soft', 'squishy']",Mushy,Ebony_and_Ivory,"['Cuba', 'Actresses', 'Stunt_People', 'Ebony_and_Ivory', 'Oprah_Winfrey', 'Sand', 'The_Vietnam_Memorial']",Stunt_People,Cuba,Actresses
Pinocchio,The_Godfather,Grease,"['tasty', 'pleasing', 'appetizing']",Delicious,Early_Morning,"['Hiccups', 'Corrugated_Cardboard', 'Ice_Cream', 'Early_Morning', 'Grease', 'The_Godfather', 'Pinocchio']",Ice_Cream,Hiccups,Corrugated_Cardboard
Spiders,United_States,Scene_Of_The_Crime,"['unsophisticated', 'childlike', 'simple']",Naive,Truck_Drivers,"['Hospitals', 'Hammer_and_Nails', 'Elmo', 'Truck_Drivers', 'Scene_Of_The_Crime', 'United_States', 'Spiders']",Elmo,Hospitals,Hammer_and_Nails
Snowballs,Rope_Burns,Austin_Powers,"['ignorant', 'unintelligent', 'inane']",Stupid,Crash_and_Burn,"['Pebbles_and_Bamm-Bamm', 'Ice_Cream', 'The_Zoo', 'Crash_and_Burn', 'Austin_Powers', 'Rope_Burns', 'Snowballs']",The_Zoo,Pebbles_and_Bamm-Bamm,Ice_Cream
Dollars_and_Cents,The_President,Rock_Concerts,"['trustworthy', 'credible', 'convincing']",Believable,Brain_Surgeons,"['Cinderella', 'The_Land_Of_Oz', 'Hospital_Gowns', 'Brain_Surgeons', 'Rock_Concerts', 'The_President', 'Dollars_and_Cents']",Hospital_Gowns,Cinderella,The_Land_Of_Oz
Bubbles,Candy,Toothpaste,"['contentious', 'disputable', 'debatable']",Controversial,Hanukkah,"['Shrimp', 'French_Fries', 'Being_In_Love', 'Hanukkah', 'Toothpaste', 'Candy', 'Bubbles']",Being_In_Love,Shrimp,French_Fries
Dolly_Parton,Goats,Mars,"['unconventional', 'revolutionary', 'extreme']",Radical,Slip_and_Fall,"['A_Prince', 'Count_Dracula', 'Braces', 'Slip_and_Fall', 'Mars', 'Goats', 'Dolly_Parton']",Braces,A_Prince,Count_Dracula
Rain,Feminists,Woolly_Mammoth,"['amusing', 'comic', 'odd']",Funny,Tidal_Waves,"['Barfing', 'The_Judge', 'Emergency_Rooms', 'Tidal_Waves', 'Woolly_Mammoth', 'Feminists', 'Rain']",Emergency_Rooms,Barfing,The_Judge
Plane_Crashes,The_YMCA,Cher,"['fun', 'frisky', 'entertaining']",Playful,Comic_Books,"['Rock_Stars', 'Vincent_Van_Gogh', 'Smoke', 'Comic_Books', 'Cher', 'The_YMCA', 'Plane_Crashes']",Smoke,Rock_Stars,Vincent_Van_Gogh
Olive_Oil,Chopsticks,My_Future,"['gifted', 'clever', 'skillful']",Talented,Sparklers,"['Killer_Whales', 'My_Best_Friend', 'Tacos', 'Sparklers', 'My_Future', 'Chopsticks', 'Olive_Oil']",Tacos,Killer_Whales,My_Best_Friend
Elvis_Presley,Pigeons,Body_Odor,"['not', 'bald', 'furry']",Hairy,Pizza,"['Potato_Chips', 'Turtles', 'Flying_Monkeys', 'Pizza', 'Body_Odor', 'Pigeons', 'Elvis_Presley']",Flying_Monkeys,Potato_Chips,Turtles
Throwing_Up,My_Family,Sharks,"['chilly', 'hip', 'cold-blooded']",Cool,Oil_and_Filter,"['BB_Guns', 'Oil_and_Vinegar', 'The_Cold_War', 'Oil_and_Filter', 'Sharks', 'My_Family', 'Throwing_Up']",The_Cold_War,BB_Guns,Oil_and_Vinegar
Video_Games,Mount_Rushmore,A_Bakery,"['lifeless', 'apathetic', 'weary']",Lazy,Buttons_and_Bows,"['Amputations', 'The_Vatican', 'Baseball', 'Buttons_and_Bows', 'A_Bakery', 'Mount_Rushmore', 'Video_Games']",Baseball,Amputations,The_Vatican
Snoopy_and_The_Red_Barron,Assembly_Lines,Captain_Kirk,"['plentiful', 'ample', 'numerous']",Abundant,Pajamas,"['Hospitals', 'Johnny_Depp', 'The_Lunchroom', 'Pajamas', 'Captain_Kirk', 'Assembly_Lines', 'Snoopy_and_The_Red_Barron']",The_Lunchroom,Hospitals,Johnny_Depp
Florence_Nightengale,Michael_Jackson,Death_and_Taxes,"['picturesque', 'dramatic', 'panoramic']",Scenic,In_The_Basement,"['Julia_Roberts', 'Snowballs', 'Puppies', 'In_The_Basement', 'Death_and_Taxes', 'Michael_Jackson', 'Florence_Nightengale']",Puppies,Julia_Roberts,Snowballs
Golf-Ball-Sized_Hail,Go_Karts,Floods,"['affectionate', 'tactile', 'huggy']",Touchy-Feely,Homework,"['Chicken_Nuggets', 'Skeletons', 'Shake_and_Bake', 'Homework', 'Floods', 'Go_Karts', 'Golf-Ball-Sized_Hail']",Shake_and_Bake,Chicken_Nuggets,Skeletons
Handguns,The_Zoo,Bagels_And_Lox,"['worthy', 'righteous', 'chaste']",Virtuous,Throwing_Up,"['Face_Paint', 'Candy_Corn', 'Swamps', 'Throwing_Up', 'Bagels_And_Lox', 'The_Zoo', 'Handguns']",Swamps,Face_Paint,Candy_Corn
Swordfighting,Rappers,East_Coast,"['scary', 'weird', 'ghostly']",Spooky,Timothy_McVey,"['Lobsters', 'Garages', 'A_Parade', 'Timothy_McVey', 'East_Coast', 'Rappers', 'Swordfighting']",A_Parade,Lobsters,Garages
Apples_and_Oranges,Olive_Oil,Grassy_Hill,"['slippery', 'gooey']",Slimy,Grape_Jelly,"['Bread_and_Water', 'Pokemon', 'Pimples', 'Grape_Jelly', 'Grassy_Hill', 'Olive_Oil', 'Apples_and_Oranges']",Pimples,Bread_and_Water,Pokemon
Bears,Ebony_and_Ivory,The_Midwest,"['rare', 'odd', 'uncommon']",Unusual,Adam_and_Eve,"['Al_Pacino', 'Pole_Vaulting', 'Gingko_Trees', 'Adam_and_Eve', 'The_Midwest', 'Ebony_and_Ivory', 'Bears']",Gingko_Trees,Al_Pacino,Pole_Vaulting
